ปี,ข้อที่,ประเภท,หมวดหมู่,โจทย์,ตัวเลือก ก,ตัวเลือก ข,ตัวเลือก ค,ตัวเลือก ง,เฉลย,คำอธิบาย
ปี 2567,27,ปรนัย (MC),พันธะเคมี,เพชรและแกรไฟต์เป็นอัญรูปกัน ข้อใดผิด,แกรไฟต์มีโครงสร้างเรโซแนนซ์,มุมพันธะในเพชรมากกว่าในแกรไฟต์,พันธะ C-C ในแกรไฟต์สั้นกว่าในเพชร แต่ยาวกว่าใน C2H4,คาร์บอนในแกรไฟต์สร้างพันธะเดี่ยว 2 และพันธะคู่ 1,ข,"มุมพันธะในเพชร(sp3)=109.5°, แกรไฟต์(sp2)=120° → แกรไฟต์มากกว่า ข้อ ข. ผิด"
ปี 2567,28,ปรนัย (MC),พันธะเคมี,"พิจารณาสมบัติของธาตุ A, D, E, G, L, M และสารประกอบ CaF2 ต่อไปนี้ สาร จุดหลอมเหลว จุดเดือด การนำไฟฟ้า (°C) (°C) เมื่อเป็นของแข็ง เมื่อเป็นของเหลว 4A 1280 2469 นำ นำ 14D 1414 3265 นำเล็กน้อย นำเล็กน้อย 16E 113 445 ไม่นำ ไม่นำ 19G 63.5 759 นำ นำ 24L 1857 2672 นำ นำ 82M 328 1749 นำ นำ CaF2 1418 2533 ไม่",พันธะโลหะของธาตุที่อะตอมมีขนาดเล็กจะแข็งแรงกว่ากรณีที่อะตอมมีขนาดใหญ่,E มีจุดหลอมเหลวและจุดเดือดต่ำแสดงว่า พันธะโคเวเลนต์ในธาตุนี้ไม่แข็งแรง,G และ M มีพันธะโคเวเลนต์ ซึ่งเปลี่ยนเป็นพันธะโลหะเมื่อหลอมเหลว,พันธะโลหะมีความแข็งแรงกว่าพันธะโคเวเลนต์และพันธะไอออนิก,ก,(verified) ดูรูปในหน้า 7 ของข้อสอบปี 67
ปี 2567,29,ปรนัย (MC),พันธะเคมี,ข้อใดถูกต้องเกี่ยวกับปฏิกิริยาสะพอนนิฟิเคชัน (Saponification),ไขมัน + กรด → สบู่ + กลีเซอรอล,ไขมัน + NaOH → สบู่ + กลีเซอรอล,โปรตีน + NaOH → กรดอะมิโน,คาร์โบไฮเดรต + H₂O → น้ำตาล,ข,Saponification: ไขมัน (triester) + NaOH → สบู่ (fatty acid salt) + glycerol ✓ → ข้อ ข
ปี 2567,30,ปรนัย (MC),สมการเคมีและสโตอิชิโอเมทรี,1 กะรัต = 200 mg เพชรที่มีคาร์บอน 8.03×10^22 อะตอม คิดเป็นกี่กะรัต,2,4,8,16,ค,"mol C = 8.03×10^22/6.02×10^23 = 0.1334 mol, มวล=0.1334×12=1.6g=1600mg=8 กะรัต"
ปี 2567,31,ปรนัย (MC),สมการเคมีและสโตอิชิโอเมทรี,เกลืออะลูมิเนียมซัลเฟต 13.68 g มีจำนวนไอออนทั้งหมดเท่าใด (Al2(SO4)3 MW=342),4.82×10^22,9.64×10^22,1.20×10^23,3.01×10^24,ข,"mol = 13.68/342 = 0.04 mol, แตกตัว: 2Al3+ + 3SO42- = 5 ไอออน/formula, ไอออนรวม = 0.04×5×6.02×10^23 = 1.20×10^23"
ปี 2567,32,ปรนัย (MC),สมการเคมีและสโตอิชิโอเมทรี,แก๊ส CnH2n+2 ปริมาตร 0.224 L ที่ STP เผาไหม้สมบูรณ์ ผ่านลง Ca(OH)2 ได้ตะกอน CaCO3 3.0 g สูตรเอมพิริคัลของแก๊สคือข้อใด,C2H6,C3H6,C3H8,C4H10,ค,"แก๊ส=0.01mol, CaCO3=0.03mol=CO2 → C ต่อโมล = 3 → C3H8"
ปี 2567,33,ปรนัย (MC),สมการเคมีและสโตอิชิโอเมทรี,"สารประกอบประกอบด้วย Na, S, O เท่านั้น มีกำมะถัน 26.9% และออกซิเจน 53.8% โดยมวล ถ้ามวลสูตรเป็นสองเท่าของมวลสูตรเอมพิริคัล สารนี้ 3.01×10²³ หน่วยสูตร มีมวลกี่กรัม (Na=23, S=32, O=16)",119,71,63,59.5,ก,Na = 100−26.9−53.8 = 19.3%. โมล Na:S:O = 19.3/23 : 26.9/32 : 53.8/16 = 1:1:4 → NaSO₄ (มวล 119). มวลสูตรจริง = 2×119 = 238 (Na₂S₂O₈). 3.01×10²³ = 0.5 mol → 0.5×238 = 119 g → ข้อ ก
ปี 2567,34,ปรนัย (MC),สมการเคมีและสโตอิชิโอเมทรี,"สารประกอบมี Ba เป็นองค์ประกอบ ละลายสารนี้ 6.85 g เติม NaIO₃ มากเกินพอ เกิดตะกอน Ba(IO₃)₂ 4.87 g ร้อยละโดยมวลของ Ba ในสารประกอบเป็นเท่าใด (Ba=137, I=127, O=16)",10,20,31,40,ข,M(Ba(IO₃)₂) = 137+2(127+48) = 487 → mol = 4.87/487 = 0.01 → mol Ba = 0.01 → มวล Ba = 1.37 g. %Ba = 1.37/6.85×100 = 20% → ข้อ ข
ปี 2567,35,ปรนัย (MC),สมการเคมีและสโตอิชิโอเมทรี,"UF₆ 3.52 g ทำปฏิกิริยากับน้ำมากเกินพอ ได้สารประกอบสูตรเอมพิริคัล UₓOᵧFᵤ มวล 3.08 g และ HF 0.80 g สูตรเอมพิริคัลคือข้อใด (U=238, F=19, O=16, H=1)",UOF₂,UOF₄,UO₂F,UO₂F₂,ง,"UF₆ = 3.52/352 = 0.01 mol → U=0.01, F รวม=0.06. HF = 0.80/20 = 0.04 → F ในผลิตภัณฑ์ = 0.02. มวล O = 3.08 − 0.01×238 − 0.02×19 = 0.32 → 0.02 mol O. U:O:F = 0.01:0.02:0.02 = 1:2:2 → UO₂F₂ → ข้อ ง"
ปี 2567,36,ปรนัย (MC),สมการเคมีและสโตอิชิโอเมทรี,ปฏิกิริยาเคมีแสดงการหาปริมาณ Fe2+ ในสารละลายตัวอย่างด้วยสารละลาย K2Cr2O7 ในภาวะกรด เป็นดังนี้ a Cr2O72– + b Fe2+ + c H+ ⟶ d Cr3+ + e Fe3+ + f H2O (สมการยังไม่ดุล) ตัวเลขสัมประสิทธิ์ในข้อใดถูกต้อง,"a = 1, b = 3","b = 3, d = 2","c = 8, e = 2","d = 2, f = 7",ข,(verified) ดูรูปในหน้า 8 ของข้อสอบปี 67
ปี 2567,37,ปรนัย (MC),สมการเคมีและสโตอิชิโอเมทรี,MHCO3 5.0 g ละลายใน 0.10 L นำ 0.020 L ไปทำปฏิกิริยากับ HCl มากเกินพอ เกิด CO2 ปริมาตร 0.224 L ที่ STP ธาตุ M คือข้อใด,Li,Na,K,Rb,ค,"CO2=0.01mol ใน 20mL → ใน 100mL=0.05mol, MW(MHCO3)=5.0/0.05=100 → M=100-61=39 → K"
ปี 2567,38,ปรนัย (MC),สมการเคมีและสโตอิชิโอเมทรี,"2NaOH + Cl₂ → NaOCl + NaCl + H₂O ถ้าใช้ NaOH 20.0 g ทำปฏิกิริยากับ Cl₂ มากเกินพอ จะได้ NaOCl กี่กรัม (NaOH=40, NaOCl=74.5)",10.0,18.6,37.2,74.5,ข,NaOH = 20.0/40 = 0.5 mol → NaOCl = 0.5/2 = 0.25 mol → 0.25×74.5 = 18.6 g → ข้อ ข
ปี 2567,39,ปรนัย (MC),สมการเคมีและสโตอิชิโอเมทรี,กลูโคส (C₆H₁₂O₆) ถูกเปลี่ยนเป็น CO₂ และ CH₄ ถ้าปลวกผลิตกลูโคสได้วันละ 27 mg ในเวลา 1 ปี (365 วัน) จะเกิด CO₂ จากปลวก 1 ตัวกี่โมล (กลูโคส=180; C₆H₁₂O₆ → 3CO₂ + 3CH₄),0.16,0.055,4.5×10⁻⁴,1.5×10⁻⁴,ก,กลูโคสทั้งปี = 27×365 = 9855 mg = 9.855 g → 9.855/180 = 0.0548 mol. CO₂ = 3×0.0548 = 0.164 ≈ 0.16 mol → ข้อ ก
ปี 2567,40,ปรนัย (MC),สมการเคมีและสโตอิชิโอเมทรี,Cu₃FeS₃ + O₂ → 3Cu + FeO + 3SO₂ ถ้าใช้บอร์ไนต์ 34.25 kg ทำปฏิกิริยากับ O₂ มากเกินพอ และสูญเสีย SO₂ ร้อยละ 10 ปริมาตร SO₂ ที่สูญเสียเป็นกี่ลิตรที่ STP (Cu₃FeS₃=342.5),6.72×10³,2.24×10³,672,224,ค,บอร์ไนต์ = 34250/342.5 = 100 mol → SO₂ = 300 mol. สูญเสีย 10% = 30 mol → 30×22.4 = 672 L → ข้อ ค
ปี 2567,41,ปรนัย (MC),สมการเคมีและสโตอิชิโอเมทรี,C(s) + SiO₂(s) → SiC(s) + 2CO(g) ถ้าให้คาร์บอน 2 mol ทำปฏิกิริยากับ SiO₂ 6 mol จะเกิด SiC กี่กรัม (SiC=40),27,40,80,240,ค,อัตราส่วน C:SiO₂ = 1:1; C 2 mol ต้องการ SiO₂ 2 mol (มี 6 เหลือ) → C เป็นตัวกำหนด → SiC = 2 mol = 2×40 = 80 g → ข้อ ค
ปี 2567,42,ปรนัย (MC),เคมีวิเคราะห์,พ่นอากาศ 20 m³ ที่มี SO₂ ลงในน้ำ สารละลายทำปฏิกิริยาพอดีกับ KMnO₄ 0.00400 M 8.00 mL (5SO₂ + 2KMnO₄ + 2H₂O → ...) อากาศนี้มี SO₂ กี่ไมโครกรัมต่อลูกบาศก์เมตร (SO₂=64),41.0,102,256,5120,ค,KMnO₄ = 0.00400×0.008 = 3.2×10⁻⁵ mol → SO₂ = 5/2 × 3.2×10⁻⁵ = 8×10⁻⁵ mol = 5.12×10⁻³ g = 5120 µg. ÷20 m³ = 256 µg/m³ → ข้อ ค
ปี 2567,43,ปรนัย (MC),สมการเคมีและสโตอิชิโอเมทรี,"ผ่าน NH₃ บน CuO ที่อุณหภูมิสูง ได้ N₂ + Cu + H₂O (2NH₃ + 3CuO → N₂ + 3Cu + 3H₂O) ใช้ NH₃ 51 g กับ CuO 159 g ข้อใดถูก (NH₃=17, CuO=79.5, Cu=63.5)",เกิด N₂ 56 g และ Cu 286 g,เหลือ NH₃ 28 g และเกิด N₂ 42 g,NH₃ เป็นสารกำหนดปริมาณ เกิด Cu 127 g,CuO เป็นสารกำหนดปริมาณ และเกิด Cu 127 g,ง,"NH₃ = 3 mol, CuO = 2 mol. NH₃ ต้องการ CuO = 4.5 > 2 → CuO เป็นตัวกำหนด. Cu = 2 mol = 127 g → ข้อ ง"
ปี 2567,44,ปรนัย (MC),สมการเคมีและสโตอิชิโอเมทรี,"A+2B→C (50%); 2C+D→4E (50%); 2E+3F→G (80%) ต้องการ G 1.5 kg ต้องใช้ A กี่กิโลกรัม (B,D,F มากเกินพอ; A=100, G=150 g/mol)",0.20,1.0,1.5,5.0,ง,G = 1500/150 = 10 mol. ย้อน: E = 10×2/0.80 = 25; C = 25/4×2/0.50 = 25; A = 25/0.50 = 50 mol → 50×100 = 5000 g = 5.0 kg → ข้อ ง
ปี 2567,45,ปรนัย (MC),สมการเคมีและสโตอิชิโอเมทรี,"2A + B → 3C + D, A 50g (MW=25), B 20g (MW=40) เกิด C 135g มวลโมเลกุลของ C เป็นเท่าใด",45,67.5,90,270,ค,"A=2mol, B=0.5mol → B เป็น limiting reagent, C=3×0.5=1.5mol=135g → MW(C)=90"
ปี 2567,46,ปรนัย (MC),สารละลาย,"ยูเรีย ((NH2)2CO) เตรียมได้จากปฏิกิริยาดังนี้ N2(g) + 3H2(g) ⟶ 2NH3(g) CO2(g) + 2NH3(g) ⟶ (NH2)2CO(aq) + H2O(l) ถ้าเตรียมยูเรียโดยใช้ N2 2 mol, H2 3 mol และ CO2 4 mol พบว่า เกิดยูเรีย 45 g ผลได้ร้อยละของยูเรีย เป็นเท่าใด",37.5,50,75,87.5,ก,(verified) ดูรูปในหน้า 10 ของข้อสอบปี 67
ปี 2567,47,ปรนัย (MC),สารละลาย,สารละลาย Cu(SO₄)₂ 0.100 mol/L ปริมาตร 500 mL มีมวลของ Cu²⁺ เท่าใด,3.18 g,6.36 g,1.59 g,12.7 g,ข,n(Cu²⁺) = 0.100×0.500 = 0.0500 mol | m = 0.0500×63.5 = 3.18 g → ข้อ ข
ปี 2567,48,ปรนัย (MC),สารละลาย,"โพรพราโนลอล (Propranolol, C16H21NO2, 259 g/mol) เป็นยาที่ใช้รักษาความดันโลหิตสูง โดยความเข้มข้น ของยาในพลาสมาที่ทำให้ยาออกฤทธิ์ได้เท่ากับ 50 ng/L ความเข้มข้นนี้ที่คำนวณในหน่วยอื่น ข้อใดผิด กำหนดให้ ความหนาแน่นของพลาสมาเท่ากับ 1.025 g/mL",49 ppm,4.9  10–2 ppb,1.9  10–10 M,1.9  10–10 m,ค,(verified) ดูรูปในหน้า 10 ของข้อสอบปี 67
ปี 2567,49,ปรนัย (MC),สารละลาย,ถ้าต้องการเตรียมสารละลายของคาร์บอเนตไอออน (A และ B) ให้มีความเข้มข้นที่แม่น ดังนี้ สารละลาย ความเข้มข้นของ CO32– (M) ปริมาตร (mL) สารที่ใช้เตรียม A 0.4000 250.0 Na2CO3 B 0.1000 100.0 สารละลาย A มวล Na2CO3 ที่ต้องใช้ในการเตรียมสารละลาย A และวัสดุ อุปกรณ์ที่ต้องใช้ในการเตรียมสารละลาย B จาก สารละลาย A ,6.00 กระบอกตวงขนาด 25 mL บีกเกอร์ขนาด 250 mL น้ำกลั่น แท่งแก้วคน,6.00 ปิเปตต์ขนาด 25 mL ขวดกำหนดปริมาตรขนาด 100 mL น้ำกลั่น,10.60 กระบอกตวงขนาด 25 mL บีกเกอร์ขนาด 250 mL น้ำกลั่น แท่งแก้วคน,10.60 ปิเปตต์ขนาด 25 mL ขวดกำหนดปริมาตรขนาด 100 mL น้ำกลั่น,ง,(verified) ดูรูปในหน้า 11 ของข้อสอบปี 67
ปี 2567,50,ปรนัย (MC),สารละลาย,ผสม Na2SO4 0.100 mol/L ปริมาตร 200 mL กับ NaCl 0.150 mol/L ปริมาตร 200 mL ความเข้มข้นของ Na+ ในสารละลายผสมเป็นเท่าใด,0.125,0.175,0.250,0.350,ข,"Na+ จาก Na2SO4=2×0.1×0.2=0.04mol, จาก NaCl=0.15×0.2=0.03mol, รวม=0.07mol ใน 400mL=0.175M"
ปี 2567,51,ปรนัย (MC),สารละลาย,"สารอินทรีย์ 3.85 g ละลายในเบนซีน 100 g จุดเดือด 80.75°C (เบนซีน: จุดเดือด 80.09°C, Kb=2.64°C/m) มวลต่อโมลของสารอินทรีย์คือข้อใด",58,102,154,296,ค,"dTb=0.66°C, m=0.66/2.64=0.25mol/kg, mol=0.025mol, MW=3.85/0.025=154 g/mol"
ปี 2567,52,ปรนัย (MC),สารละลาย,สารละลายชนิดหนึ่งมีคาร์บอนเตตระคลอไรด์ (CCl4) เป็นตัวทำละลาย มีจุดเดือด 81.8 °C จุดเยือกแข็งของ สารละลายนี้เป็นกี่องศาเซลเซียส กำหนดให้ ตัวทำละลาย จุดเดือด (°C) Kb (°C/m) จุดเยือกแข็ง (°C) Kf (°C/m) คาร์บอนเตตระคลอไรด์ 76.8 5.00 –22.9 29.8,–52.7,–29.8,6.9,106.6,ค,(verified) ดูรูปในหน้า 11 ของข้อสอบปี 67
ปี 2567,53,ปรนัย (MC),สารละลาย,บารอมิเตอร์อย่างง่ายดังภาพ สร้างจากขวดพลาสติก กับสายยางปลายเปิดขนาดเล็ก ในวันจันทร์ได้ปรับ ระดับน้ำในสายยางให้เท่ากับระดับน้ำในขวด อ่าน ค่าความดันบรรยากาศจากบารอมิเตอร์ปรอทที่ใช้ อ้างอิงได้ 730 mmHg และอ่านอุณหภูมิได้ 27.0 °C เมื่อตั้งทิ้งไว้แล้วกลับมาอ่านอีกครั้งในวันอังคาร พบว่า ระดับน้ำในสายยางถู,725,735,755,765,ง,(verified) ดูรูปในหน้า 11 ของข้อสอบปี 67
ปี 2567,54,ปรนัย (MC),สถานะของสารและแก๊ส,"ภาชนะ A(C4H10), B(SO2), C(He) เหมือนกันทุกประการที่ STP ข้อใดเปรียบเทียบจำนวนอนุภาค (N) ได้ถูกต้อง",N(C)>N(A)>N(B),N(B)>N(A)>N(C),N(A)>N(B)>N(C),N(A)=N(B)=N(C),ง,"กฎอาโวกาโดร: ที่ T,P เดียวกัน แก๊สทุกชนิดมีจำนวนโมลเท่ากัน → N เท่ากัน"
ปี 2567,55,ปรนัย (MC),สารละลาย,ความดันอากาศภายในลูกบาสเกตบอลที่แนะนำให้ใช้ในการแข่งขันทั่วไปคือ 22.05 psi ถ้ามีลูกบาสเกตบอล ขนาด 7.5 L ที่ผ่านการใช้งานจนความดันภายในกับภายนอกเท่ากัน จะต้องสูบอากาศเข้าไปกี่โมล ณ อุณหภูมิ 27 °C เพื่อให้สามารถใช้ในการแข่งขันได้ กำหนดให้ ปริมาตรของลูกบาสเกตบอลหลังสูบอากาศเข้าไปไม่เปลี่ยนแปลงจากปริมาต,0.0015,0.15,0.46,2.2,ข,(verified) ดูรูปในหน้า 12 ของข้อสอบปี 67
ปี 2567,56,ปรนัย (MC),สถานะของสารและแก๊ส,ดิวทีเรียม D2 (มวลอะตอม=2) ข้อใดกล่าวถูกต้อง,พลังงานพันธะ D-D สูงกว่า H-H ประมาณ 2 เท่า,"ที่ P,T เท่ากัน ความหนาแน่นของ D2 เป็น 2 เท่าของ H2",D2 สลายตัวให้อนุภาคบีตาได้ 2 ครั้งกลายเป็น H2 2 โมเลกุล,"ที่ P,T เท่ากัน อัตราการแพร่ผ่านของ H2 เป็น 2 เท่าของ D2",ข,"ความหนาแน่น ∝ MW, D2(MW=4)/H2(MW=2) = 2 เท่า ✓"
ปี 2567,57,ปรนัย (MC),สารละลาย,จากแผนภาพของภาชนะใบหนึ่งที่บรรจุแก๊สเฉื่อย 3 ชนิด หากความดันรวมในภาชนะเท่ากับ 900 mmHg ข้อใดถูก,เศษส่วนโมลของแก๊ส Ne = 0.2,ความดันย่อยของแก๊ส He = 270 mmHg,ความดันย่อยของแก๊ส Ar = 450 mmHg,เศษส่วนโมลของ Ar = 0.5 NA เมื่อ NA = 6.02  1023 อนุภาค,ง,(verified) ดูรูปในหน้า 12 ของข้อสอบปี 67
ปี 2567,58,ปรนัย (MC),สารละลาย,ขวดแก้วสามใบที่มีปริมาตรเท่ากัน บรรจุแก๊สดังที่ระบุไว้ในตาราง ขวด แก๊สที่บรรจุ ความดัน (mmHg) อุณหภูมิ (°C) A H2 760 25.0 B Cl2 380 25.0 C NO2 190 25.0 ข้อความต่อไปนี้ ข้อใดถูก,พลังงานจลน์รวมของแก๊สในขวด A > B > C,อัตราเร็วเฉลี่ยของอนุภาคแก๊สในขวด A = B = C,พลังงานจลน์เฉลี่ยต่อโมลของแก๊สในขวด A > B > C,ความถี่ที่อนุภาคแก๊สชนกับผนังภาชนะในขวด A > C > B แทน อะตอม He แทน อะตอม Ne แทน อะตอม Ar,ก,(verified) ดูรูปในหน้า 12 ของข้อสอบปี 67
ปี 2567,59,ปรนัย (MC),สารละลาย,ตัวอย่างอากาศในข้อใดควรมีอัตราการแพร่ผ่านสูงที่สุด,อากาศแห้ง,อากาศจากท่อไอเสียรถยนต์,อากาศที่มีความชื้นสัมพัทธ์ 95%,อากาศที่มีฝุ่น PM 2.5 ในปริมาณสูง,ข,(verified) ดูรูปในหน้า 12 ของข้อสอบปี 67
ปี 2567,60,ปรนัย (MC),สารละลาย,แก๊สผสมของแก๊ส  และแก๊ส ⚫ ซึ่งมีอัตราส่วนจำนวนอนุภาคเป็น 1 : 1 แพร่ผ่านรูเล็ก ๆ รูหนึ่ง ดังรูป ก่อนการแพร่ผ่าน หลังการแพร่ผ่าน กำหนดให้ แก๊ส ⚫ มีมวลต่อโมลเท่ากับ 32 g/mol มวลต่อโมลของแก๊ส  เป็นเท่าใดในหน่วย g/mol,14,21,48,72 ส่วนที่ II. ข้อสอบอัตนัยแบบเขียนตอบ จำนวน 15 ข้อ ข้อละ 2 คะแนน รวม 30 คะแนน เขียนคำตอบลงในช่องว่างที่กำหนดให้ในกระดาษ,ค,(verified) ดูรูปในหน้า 12 ของข้อสอบปี 67
ปี 2568,1,ปรนัย (MC),โครงสร้างอะตอมและตารางธาตุ,ข้อใดควรปฏิบัติในการทำปฏิบัติการเคมี,ขออนุญาตคุณครูทำการทดลองเองหลังเลิกเรียนโดยสัญญาว่าจะปิดห้องให้เรียบร้อย,เมื่อสารเคมีหกบนเครื่องชั่ง ควรรีบทำความสะอาดทันทีโดยไม่ต้องปิดเครื่องชั่ง,ทดสอบกลิ่นของของเหลวโดยใช้มือโบกให้ไอสารเข้าจมูกเพียงเล็กน้อย,ให้ความร้อนแก่เอทานอลด้วยตะเกียงที่มีเปลวไฟ,ก,(verified) ดูรูปในหน้า 3 ของข้อสอบปี 68
ปี 2568,2,ปรนัย (MC),โครงสร้างอะตอมและตารางธาตุ,"นักวิทยาศาสตร์ต้องการเตรียมสารละลายกรดซัลฟิวริก (H2SO4) ที่มีความเข้มข้นประมาณ 3 M ปริมาตร 120 mL โดยการตวงกรดซัลฟิวริกเข้มข้น (Conc. H2SO4, 18 M) จำนวน 20 mL ในตู้ดูดควัน พบว่า ขวดกรด มีขนาดใหญ่ 2.5 L ขั้นตอนการปฏิบัติการข้อใดไม่เหมาะสม ขั้นที่ 1 อ่านชื่อและข้อมูลบนฉลากของสารเคมีที่อยู่ในตู้ดูดควัน",ขั้นที่ 1 และ 2,ขั้นที่ 2 และ 3,ขั้นที่ 3 และ 4,ขั้นที่ 4 เท่านั้น,ค,(verified) ดูรูปในหน้า 3 ของข้อสอบปี 68
ปี 2568,3,ปรนัย (MC),โครงสร้างอะตอมและตารางธาตุ,"หลังจากทำการทดลองสังเคราะห์สารประกอบเชิงซ้อนของ Cu2+ พบว่า มีสารเคมีเหลือดังนี้ CuCl2 (เหลือ 0.1 mg) เอทิลแอลกอฮอล์ (C2H5OH, เหลือ 10 mL) สารละลายเบสแอมโมเนียมไฮดรอกไซด์เข้มข้น 0.1 M (เหลือ 20 mL) ไดคลอโรมีเทน (CH2Cl2, ตัวทำละลายที่ระเหยง่ายและเป็นอันตรายต่อสิ่งแวดล้อม, เหลือ 10 mL) สารละลายกรดไฮโดร",เท CuCl2 กลับคืนขวดเดิม,เทของเหลวทุกชนิดยกเว้นไดคลอโรมีเทนลงอ่างน้ำได้เลย แล้วเปิดน้ำตามมาก ๆ,ทำให้สารละลายแอมโมเนียมไฮดรอกไซด์และกรดไฮโดรคลอริกเป็นกลางก่อนเทลงอ่างน้ำ,เก็บสารเคมีที่เหลือทุกชนิดในขวดแบ่งแยกต่างหากจากขวดสารเคมีเดิมเพื่อเก็บไว้ใช้ในครั้งต่อไป,ข,(verified) ดูรูปในหน้า 3 ของข้อสอบปี 68
ปี 2568,4,ปรนัย (MC),โครงสร้างอะตอมและตารางธาตุ,ทดลองหาปริมาณแมกนีเซียมในแม่น้ำแห่งหนึ่งโดยเก็บน้ำตัวอย่าง แล้วนำไปวิเคราะห์ 2 วิธี ได้ผลดังตาราง ครั้งที่ ปริมาณแมกนีเซียม (mg/L) วิธี A วิธี B 1 5.75 5.85 2 5.72 5.95 3 5.76 5.80 4 5.80 5.85 5 5.78 5.60 6 5.70 5.75 ถ้าค่าจริงของปริมาณแมกนีเซียมในแม่น้ำนี้เท่ากับ 5.80 mg/L ข้อใดถูก,วิธี A มีความเที่ยงสูงกว่า แต่ความแม่นต่ำกว่าวิธี B,วิธี A มีความเที่ยงต่ำกว่า แต่ความแม่นสูงกว่าวิธี B,วิธี A มีความเที่ยงและความแม่นต่ำกว่าวิธี B,วิธี A มีความเที่ยงและความแม่นเท่ากับวิธี B,ง,(verified) ดูรูปในหน้า 3 ของข้อสอบปี 68
ปี 2568,5,ปรนัย (MC),โครงสร้างอะตอมและตารางธาตุ,สารในข้อใดสามารถบรรจุในขวดแก้วทรงกระบอกจุ 1 L I. ตัวทำละลายอินทรีย์มวล 600 g ความหนาแน่น 0.66 g/cm3 II. เกล็ดน้ำตาลทรายมวล 1.0 kg ความหนาแน่น 1.59 g/cm3 III. ก้อนพลาสติกรูปลูกบาศก์ขนาด 1.2 cm3 จำนวน 900 ก้อน IV. สารละลาย NaCl เข้มข้น 3.0 mol/L มี NaCl 234 g,I และ II เท่านั้น,II และ III,III และ IV,"I, II และ IV",ก,(verified) ดูรูปในหน้า 3 ของข้อสอบปี 68
ปี 2568,6,ปรนัย (MC),โครงสร้างอะตอมและตารางธาตุ,สาร A เป็นของแข็งที่ละลายน้ำได้ดีที่อุณหภูมิห้อง เมื่อนำตัวอย่างสารชนิดนี้มาละลายน้ำเพื่อเตรียมสารละลาย เจือจาง พบว่ามีของแข็งบางส่วนเหลืออยู่ นักเรียนพยายามอธิบายผลการทดลองดังกล่าวโดย “ตั้งสมมติฐาน และออกแบบวิธีการทดสอบ” ตามวิธีการทางวิทยาศาสตร์ ดังนี้ แนวทาง สมมติฐาน วิธีการทดสอบ* I ตัวอย่างนี้มีส,I เท่านั้น,II เท่านั้น,I และ II,I และ III,ค,(verified) ดูรูปในหน้า 3 ของข้อสอบปี 68
ปี 2568,7,ปรนัย (MC),โครงสร้างอะตอมและตารางธาตุ,กำหนดแผนภาพระดับพลังงานของอิเล็กตรอนในอะตอมไฮโดรเจนดังรูป (แสดงระดับพลังงานเพียงบางส่วน) พิจารณาข้อความต่อไปนี้ สำหรับอะตอมไฮโดรเจน I. ตามแบบจำลองอะตอมของโบร์ ถ้าอิเล็กตรอนเปลี่ยนวงโคจรจาก n = 1 ไปยัง n = 3 จะคายพลังงาน 1.94 × 10–18 J II. เส้นสเปกตรัมที่เกิดจากการเปลี่ยนระดับพลังงาน n = 2 ไปยัง n = ,I และ II,II และ III,I และ III,II เท่านั้น,ข,(verified) ดูรูปในหน้า 4 ของข้อสอบปี 68
ปี 2568,8,ปรนัย (MC),โครงสร้างอะตอมและตารางธาตุ,อะตอมของธาตุ A มีการจัดเรียงอิเล็กตรอนดังนี้ 2 8 18 2 อะตอมของธาตุ D มีอิเล็กตรอนน้อยกว่านิวตรอน อยู่ 4 และน้อยกว่าจำนวนอิเล็กตรอนของไอออนที่เสถียรของธาตุ A อยู่ 2 ข้อใดคือสัญลักษณ์นิวเคลียร์และ จำนวนอิเล็กตรอนของ D2+,D 26 56 2+ มี 24 อิเล็กตรอน,D 28 60 2+ มี 26 อิเล็กตรอน,D 28 58 2+ มี 28 อิเล็กตรอน,D 26 56 2+ มี 26 อิเล็กตรอน,ง,(verified) ดูรูปในหน้า 4 ของข้อสอบปี 68
ปี 2568,9,ปรนัย (MC),โครงสร้างอะตอมและตารางธาตุ,บิสมัทออกไซด์ (Bi2O3) เป็นสารประกอบที่ถูกนำมาใช้กันอย่างแพร่หลายในอุตสาหกรรมต่าง ๆ เช่น การผลิต เซรามิก แก้ว และสีเคลือบ ข้อใดเป็นจำนวนอิเล็กตรอนรวมในระดับพลังงาน n = 5 และ 6 ของ Bi 1 อนุภาค ในสารประกอบ Bi2O3,18,20,23,34,ก,(verified) ดูรูปในหน้า 4 ของข้อสอบปี 68
ปี 2568,10,ปรนัย (MC),โครงสร้างอะตอมและตารางธาตุ,ข้อใดผิด: ก.ธาตุเลขอะตอม 32 มี 2 เวเลนซ์อิเล็กตรอน ข.ไอออน A+ มีเวเลนซ์อิเล็กตรอน 8 → A เป็นธาตุกลุ่ม s ค.ขนาด Ca2+<K+<S2-<K ง.ธาตุที่มีการจัดเรียง 1s22s22p63s23p64s1 เป็นโลหะแอลคาไล,ธาตุเลขอะตอม 32 มี 2 เวเลนซ์อิเล็กตรอน,ไอออน A+ มีเวเลนซ์อิเล็กตรอน 8 → A เป็นธาตุกลุ่ม s,ขนาด Ca2+<K+<S2-<K,ธาตุที่มีการจัดเรียง 1s22s22p63s23p64s1 เป็นโลหะแอลคาไล,ก,เลขอะตอม 32 = Ge หมู่ 14 (IVA) มี 4 เวเลนซ์อิเล็กตรอน ไม่ใช่ 2
